t,red,ir
1766854704.387531,241852,224846
1766854704.3975117,241852,224846
1766854704.4075043,241852,224846
1766854704.4175038,241950,224813
1766854704.427504,241608,224749
1766854704.4375043,241608,224749
1766854704.4475257,241608,224749
1766854704.4575086,241552,224708
1766854704.467522,241589,224747
1766854704.477511,241589,224747
1766854704.487507,241589,224747
1766854704.4975083,241376,224650
1766854704.5075078,241675,224789
1766854704.517505,241675,224789
1766854704.527504,241675,224789
1766854704.5375335,241476,224736
1766854704.5475125,241794,224833
1766854704.5575087,241794,224833
1766854704.5675242,241794,224833
1766854704.5775218,241638,224800
1766854704.5875497,241886,224850
1766854704.5975127,241886,224850
1766854704.6075072,241886,224850
1766854704.617506,241749,224687
1766854704.6275098,241927,224866
1766854704.637509,241927,224866
1766854704.6475232,241927,224866
1766854704.6575327,241921,224868
1766854704.6675274,241921,224868
1766854704.6775134,241921,224868
1766854704.6875086,241921,224694
1766854704.6975057,241942,224870
1766854704.7075217,241942,224870
1766854704.7175148,241942,224870
1766854704.7275252,241798,224740
1766854704.7375216,241949,224874
1766854704.7475069,241949,224874
1766854704.757506,241949,224874
1766854704.767676,241804,224754
1766854704.7775106,241976,224883
1766854704.7875984,241976,224883
1766854704.7975287,241976,224883
1766854704.807512,241843,224759
1766854704.8175054,242001,224878
1766854704.827506,242001,224878
1766854704.8375046,242001,224878
1766854704.8475046,241880,224756
1766854704.8575037,242046,224894
1766854704.8675048,242046,224894
1766854704.8775063,242046,224894
1766854704.8875058,241911,224781
1766854704.8975208,242060,224899
1766854704.907507,242060,224899
1766854704.9175043,242060,224899
1766854704.927504,241931,224775
1766854704.9375048,242085,224915
1766854704.947505,242085,224915
1766854704.9575045,242085,224915
1766854704.9675038,241960,224788
1766854704.977511,242061,224894
1766854704.9875138,242061,224894
1766854704.9975066,242061,224894
1766854705.00752,242001,224808
1766854705.0175073,241812,224808
1766854705.0275052,241812,224808
1766854705.0375087,241812,224808
1766854705.0477748,241985,224794
1766854705.0575821,241484,224679
1766854705.0675116,241484,224679
1766854705.0775118,241484,224679
1766854705.0875068,241771,224714
1766854705.0975063,241405,224637
1766854705.1075084,241405,224637
1766854705.1175258,241405,224637
1766854705.1275096,241545,224641
1766854705.137505,241456,224677
1766854705.147505,241456,224677
1766854705.1575305,241456,224677
1766854705.1675076,241560,224655
1766854705.1775134,241584,224724
1766854705.1875274,241584,224724
1766854705.1975303,241584,224724
1766854705.207523,241671,224697
1766854705.2175422,241676,224749
1766854705.2275276,241676,224749
1766854705.2375226,241676,224749
1766854705.2475228,241767,224722
1766854705.257525,241722,224771
1766854705.2675226,241722,224771
1766854705.277525,241722,224771
1766854705.2875412,241818,224745
1766854705.2975447,241744,224754
1766854705.3080297,241744,224754
1766854705.3175406,241744,224754
1766854705.3276222,241850,224754
1766854705.3375483,241760,224765
1766854705.3475614,241760,224765
1766854705.3575351,241760,224765
1766854705.3675349,241844,224746
1766854705.3775332,241793,224775
1766854705.3875241,241793,224775
1766854705.3975263,241793,224775
1766854705.4075506,241852,224758
1766854705.4175417,241836,224793
1766854705.427526,241836,224793
1766854705.4375174,241836,224793
1766854705.447518,241902,224755
1766854705.4575179,241886,224806
1766854705.467637,241886,224806
1766854705.4775236,241886,224806
1766854705.4875257,241948,224763
1766854705.4975348,241927,224813
1766854705.5075235,241927,224813
1766854705.5175235,241927,224813
1766854705.5275235,241970,224779
1766854705.5375457,241942,224811
1766854705.5475338,241942,224811
1766854705.5575275,241942,224811
1766854705.5675213,241986,224776
1766854705.5775247,242000,224828
1766854705.5875745,242000,224828
1766854705.59753,242000,224828
1766854705.607524,242005,224771
1766854705.6175294,242116,224842
1766854705.6275263,242116,224842
1766854705.6375418,242116,224842
1766854705.6475308,242024,224786
1766854705.6575572,241950,224813
1766854705.6676743,241950,224813
1766854705.6776006,241950,224813
1766854705.6875236,241892,224722
1766854705.697543,241552,224708
1766854705.707543,241552,224708
1766854705.717539,241552,224708
1766854705.7277377,241594,224613
1766854705.7377734,241376,224650
1766854705.7475412,241376,224650
1766854705.7575266,241376,224650
1766854705.7675202,241426,224553
1766854705.7775211,241476,224736
1766854705.787759,241476,224736
1766854705.797541,241476,224736
1766854705.8075533,241480,224574
1766854705.8175242,241638,224800
1766854705.8275208,241638,224800
1766854705.8375227,241638,224800
1766854705.8475237,241587,224619
1766854705.857525,241749,224687
1766854705.86752,241749,224687
1766854705.8775196,241749,224687
1766854705.8875284,241704,224662
1766854705.8975303,241795,224628
1766854705.9075258,241795,224628
1766854705.917521,241795,224628
1766854705.9275231,241761,224679
1766854705.9375248,241789,224694
1766854705.9475336,241789,224694
1766854705.957528,241789,224694
1766854705.9675221,241804,224685
1766854705.9775238,241798,224740
1766854705.987589,241798,224740
1766854705.997526,241798,224740
1766854706.0075243,241827,224668
1766854706.017522,241804,224754
1766854706.027522,241804,224754
1766854706.0375245,241804,224754
1766854706.0475266,241793,224679
1766854706.0575733,241843,224759
1766854706.0675294,241843,224759
1766854706.0775228,241843,224759
1766854706.0875254,241647,224682
1766854706.0975218,241880,224756
1766854706.107568,241880,224756
1766854706.1175487,241880,224756
1766854706.127883,241769,224712
1766854706.13753,241911,224781
1766854706.1475213,241911,224781
1766854706.159463,241887,224729
1766854706.167541,241931,224775
1766854706.177543,241931,224775
1766854706.187598,241931,224775
1766854706.1975234,241931,224775
1766854706.2075229,241899,224707
1766854706.217529,241960,224788
1766854706.2275233,241960,224788
1766854706.2375205,241960,224788
1766854706.2475228,241960,224788
1766854706.2575212,242001,224808
1766854706.2675292,242001,224808
1766854706.2775228,242001,224808
1766854706.2875245,241985,224794
1766854706.297555,241985,224794
1766854706.3075686,241985,224794
1766854706.3175497,241722,224588
1766854706.3275309,241771,224714
1766854706.3375301,241771,224714
1766854706.3475306,241771,224714
1766854706.3575342,241346,224478
1766854706.3675523,241545,224641
1766854706.3775423,241545,224641
1766854706.3875318,241545,224641
1766854706.39753,241265,224426
1766854706.4075246,241560,224655
1766854706.4175227,241560,224655
1766854706.427523,241560,224655
1766854706.4375236,241287,224453
1766854706.4475248,241671,224697
1766854706.457523,241671,224697
1766854706.467521,241671,224697
1766854706.4775226,241405,224507
1766854706.487524,241767,224722
1766854706.497581,241767,224722
1766854706.5075657,241767,224722
1766854706.5175405,241526,224552
1766854706.5275319,241818,224745
1766854706.5375319,241818,224745
1766854706.5475523,241818,224745
1766854706.5575793,241604,224573
1766854706.5683475,241850,224754
1766854706.5775504,241850,224754
1766854706.5875375,241850,224754
1766854706.5975313,241622,224583
1766854706.6075356,241844,224746
1766854706.6175222,241844,224746
1766854706.6275215,241844,224746
1766854706.6375208,241637,224575
1766854706.6475189,241852,224758
1766854706.6575472,241852,224758
1766854706.6675422,241852,224758
1766854706.677526,241675,224588
1766854706.6875334,241902,224755
1766854706.6975799,241902,224755
1766854706.7075465,241902,224755
1766854706.7175367,241719,224602
1766854706.7275476,241948,224763
1766854706.7375453,241948,224763
1766854706.747527,241948,224763
1766854706.7575316,241775,224607
1766854706.7675266,241970,224779
1766854706.7775311,241970,224779
1766854706.7875245,241970,224779
1766854706.7975454,241801,224622
1766854706.8075385,241986,224776
1766854706.8175478,241986,224776
1766854706.8275313,241986,224776
1766854706.8375208,241811,224616
1766854706.8475275,242005,224771
1766854706.8575294,242005,224771
1766854706.8675277,242005,224771
1766854706.877527,241834,224626
1766854706.887531,242024,224786
1766854706.8975306,242024,224786
1766854706.9075263,242024,224786
1766854706.9175227,241827,224624
1766854706.927543,241892,224722
1766854706.9375455,241892,224722
1766854706.9475417,241892,224722
1766854706.9575372,241581,224529
1766854706.9692507,241594,224613
1766854706.978035,241594,224613
1766854706.9913108,241594,224613
1766854706.9975333,241219,224367
1766854707.0075343,241426,224553
1766854707.0175278,241426,224553
1766854707.027541,241426,224553
1766854707.0375178,241112,224337
1766854707.0475247,241480,224574
1766854707.0575147,241480,224574
1766854707.0675762,241480,224574
1766854707.0775204,241173,224372
1766854707.087495,241587,224619
1766854707.097521,241587,224619
1766854707.1075168,241587,224619
1766854707.1175182,241312,224435
1766854707.1275344,241704,224662
1766854707.1375403,241704,224662
1766854707.1474998,241704,224662
1766854707.1575158,241465,224491
1766854707.167514,241761,224679
1766854707.177788,241761,224679
1766854707.18752,241761,224679
1766854707.1975398,241529,224508
1766854707.208156,241804,224685
1766854707.2175465,241804,224685
1766854707.2275517,241804,224685
1766854707.2375314,241538,224515
1766854707.2475238,241827,224668
1766854707.2575295,241827,224668
1766854707.2675345,241827,224668
1766854707.2775273,241556,224511
1766854707.2875297,241793,224679
1766854707.2975426,241793,224679
1766854707.3075373,241793,224679
1766854707.3175375,241607,224536
1766854707.327543,241647,224682
1766854707.337544,241647,224682
1766854707.347548,241647,224682
1766854707.3575425,241646,224538
1766854707.3675587,241769,224712
1766854707.3775318,241769,224712
1766854707.3879075,241769,224712
1766854707.3975303,241694,224548
1766854707.4075332,241887,224729
1766854707.4175222,241887,224729
1766854707.4275339,241887,224729
1766854707.4375226,241731,224550
1766854707.4475222,241899,224707
1766854707.4575224,241899,224707
1766854707.467524,241899,224707
1766854707.4775226,241745,224565
1766854707.487596,241960,224788
1766854707.4975252,241960,224788
1766854707.5075345,241960,224788
1766854707.5175357,241766,224568
1766854707.5275352,241937,224583
1766854707.5375323,241937,224583
1766854707.5475342,241937,224583
1766854707.5575314,241792,224579
1766854707.5675282,241722,224588
1766854707.5775282,241722,224588
1766854707.5875318,241722,224588
1766854707.5975292,241736,224542
1766854707.6075294,241346,224478
1766854707.6175272,241346,224478
1766854707.6275346,241346,224478
1766854707.6375616,241409,224400
1766854707.6475606,241265,224426
1766854707.6575665,241265,224426
1766854707.6676414,241265,224426
1766854707.6775374,241027,224311
1766854707.6875608,241287,224453
1766854707.6987994,241287,224453
1766854707.7075229,241287,224453
1766854707.7175386,241053,224315
1766854707.7275214,241405,224507
1766854707.7375157,241405,224507
1766854707.7475424,241405,224507
1766854707.7575567,241141,224385
1766854707.7675219,241526,224552
1766854707.777521,241526,224552
1766854707.7876177,241526,224552
1766854707.7975314,241387,224519
1766854707.8078892,241604,224573
1766854707.8175454,241604,224573
1766854707.8275745,241604,224573
1766854707.8375533,241516,224480
1766854707.8475592,241622,224583
1766854707.857798,241622,224583
1766854707.8675528,241622,224583
1766854707.877531,241622,224583
1766854707.887541,241637,224575
1766854707.8975284,241637,224575
1766854707.9075189,241637,224575
1766854707.9175203,241675,224588
1766854707.9275196,241675,224588
1766854707.9375184,241675,224588
1766854707.9475238,241675,224402
1766854707.9575222,241719,224602
1766854707.9675314,241719,224602
1766854707.977528,241719,224602
1766854707.987523,241620,224495
1766854707.997544,241775,224607
1766854708.0075207,241775,224607
1766854708.017522,241775,224607
1766854708.0275686,241681,224523
1766854708.0375392,241801,224622
1766854708.0475307,241801,224622
1766854708.0575285,241801,224622
1766854708.0675225,241706,224537
1766854708.0775235,241811,224616
1766854708.0875323,241811,224616
1766854708.0975337,241811,224616
1766854708.1075644,241753,224536
1766854708.1175475,241834,224626
1766854708.1276543,241834,224626
1766854708.137526,241834,224626
1766854708.1475258,241775,224543
1766854708.1575263,241827,224624
1766854708.167501,241827,224624
1766854708.17754,241827,224624
1766854708.1875298,241800,224554
1766854708.1977792,241581,224529
1766854708.2075596,241581,224529
1766854708.2175314,241581,224529
1766854708.2275336,241844,224558
1766854708.2378154,241219,224367
1766854708.247543,241219,224367
1766854708.2575474,241219,224367
